preprocessed_text,tokenized_text,lemmatized_text
great greazy vegan food partner shared foot long hot dog grilled onion big moc onion ring oreo shake total £22,"['great', 'greazy', 'vegan', 'food', 'partner', 'shared', 'foot', 'long', 'hot', 'dog', 'grilled', 'onion', 'big', 'moc', 'onion', 'ring', 'oreo', 'shake', 'total', '£22']","[ 'great ' , 'greazy ' , 'vegan ' , 'food ' , 'partner ' , 'shared ' , 'foot ' , 'long ' , 'hot ' , 'dog ' , 'grilled ' , 'onion ' , 'big ' , 'moc ' , 'onion ' , 'ring ' , 'oreo ' , 'shake ' , 'total ' , '£22 ' ]"
went lunchtime order food mother waited outside called member staff sat whilst mum ordered,"['went', 'lunchtime', 'order', 'food', 'mother', 'waited', 'outside', 'called', 'member', 'staff', 'sat', 'whilst', 'mum', 'ordered']","[ 'went ' , 'lunchtime ' , 'order ' , 'food ' , 'mother ' , 'waited ' , 'outside ' , 'called ' , 'member ' , 'staff ' , 'sat ' , 'whilst ' , 'mum ' , 'ordered ' ]"
opinion one best fish chip shop cardiff certainly crispy chip tender fish crave imagine,"['opinion', 'one', 'best', 'fish', 'chip', 'shop', 'cardiff', 'certainly', 'crispy', 'chip', 'tender', 'fish', 'crave', 'imagine']","[ 'opinion ' , 'one ' , 'best ' , 'fish ' , 'chip ' , 'shop ' , 'cardiff ' , 'certainly ' , 'crispy ' , 'chip ' , 'tender ' , 'fish ' , 'crave ' , 'imagine ' ]"
visit cardiff three four time year part official job duty food standard hygiene health entity independently,"['visit', 'cardiff', 'three', 'four', 'time', 'year', 'part', 'official', 'job', 'duty', 'food', 'standard', 'hygiene', 'health', 'entity', 'independently']","[ 'visit ' , 'cardiff ' , 'three ' , 'four ' , 'time ' , 'year ' , 'part ' , 'official ' , 'job ' , 'duty ' , 'food ' , 'standard ' , 'hygiene ' , 'health ' , 'entity ' , 'independently ' ]"
there thing like glass mulled wine considerable degree regret left town last december bottle,"['there', 'thing', 'like', 'glass', 'mulled', 'wine', 'considerable', 'degree', 'regret', 'left', 'town', 'last', 'december', 'bottle']","[ 'there ' , 'thing ' , 'like ' , 'glass ' , 'mulled ' , 'wine ' , 'considerable ' , 'degree ' , 'regret ' , 'left ' , 'town ' , 'last ' , 'december ' , 'bottle ' ]"
opted include branch subway sense civic duty curiously compelling need serve public interest really dont,"['opted', 'include', 'branch', 'subway', 'sense', 'civic', 'duty', 'curiously', 'compelling', 'need', 'serve', 'public', 'interest', 'really', 'dont']","[ 'opted ' , 'include ' , 'branch ' , 'subway ' , 'sense ' , 'civic ' , 'duty ' , 'curiously ' , 'compelling ' , 'need ' , 'serve ' , 'public ' , 'interest ' , 'really ' , 'dont ' ]"
remember subway one cardiff keep surface clean shiny clean also food always looked little,"['remember', 'subway', 'one', 'cardiff', 'keep', 'surface', 'clean', 'shiny', 'clean', 'also', 'food', 'always', 'looked', 'little']","[ 'remember ' , 'subway ' , 'one ' , 'cardiff ' , 'keep ' , 'surface ' , 'clean ' , 'shiny ' , 'clean ' , 'also ' , 'food ' , 'always ' , 'looked ' , 'little ' ]"
lazy home cooking another point view posh takeaway either way cook blessing fat lazy swine like cursed ability buy,"['lazy', 'home', 'cooking', 'another', 'point', 'view', 'posh', 'takeaway', 'either', 'way', 'cook', 'blessing', 'fat', 'lazy', 'swine', 'like', 'cursed', 'ability', 'buy']","[ 'lazy ' , 'home ' , 'cooking ' , 'another ' , 'point ' , 'view ' , 'posh ' , 'takeaway ' , 'either ' , 'way ' , 'cook ' , 'blessing ' , 'fat ' , 'lazy ' , 'swine ' , 'like ' , 'cursed ' , 'ability ' , 'buy ' ]"
ive quite good chinese restaurant time finding authentic even half decent one day even rarer staying,"['ive', 'quite', 'good', 'chinese', 'restaurant', 'time', 'finding', 'authentic', 'even', 'half', 'decent', 'one', 'day', 'even', 'rarer', 'staying']","[ 'ive ' , 'quite ' , 'good ' , 'chinese ' , 'restaurant ' , 'time ' , 'finding ' , 'authentic ' , 'even ' , 'half ' , 'decent ' , 'one ' , 'day ' , 'even ' , 'rarer ' , 'staying ' ]"
warning come buffet buffet actually terrible like really bad honest didnt actually want come,"['warning', 'come', 'buffet', 'buffet', 'actually', 'terrible', 'like', 'really', 'bad', 'honest', 'didnt', 'actually', 'want', 'come']","[ 'warning ' , 'come ' , 'buffet ' , 'buffet ' , 'actually ' , 'terrible ' , 'like ' , 'really ' , 'bad ' , 'honest ' , 'didnt ' , 'actually ' , 'want ' , 'come ' ]"
tired walk anywhere went restaurant although look good side suggest bos improve decoration food,"['tired', 'walk', 'anywhere', 'went', 'restaurant', 'although', 'look', 'good', 'side', 'suggest', 'bos', 'improve', 'decoration', 'food']","[ 'tired ' , 'walk ' , 'anywhere ' , 'went ' , 'restaurant ' , 'although ' , 'look ' , 'good ' , 'side ' , 'suggest ' , 'bos ' , 'improve ' , 'decoration ' , 'food ' ]"
somehow manage find near queen street end night virtually impossible go home without first finding,"['somehow', 'manage', 'find', 'near', 'queen', 'street', 'end', 'night', 'virtually', 'impossible', 'go', 'home', 'without', 'first', 'finding']","[ 'somehow ' , 'manage ' , 'find ' , 'near ' , 'queen ' , 'street ' , 'end ' , 'night ' , 'virtually ' , 'impossible ' , 'go ' , 'home ' , 'without ' , 'first ' , 'finding ' ]"
oh love particular burger king exceptionally quick know deal large amount customer fast food,"['oh', 'love', 'particular', 'burger', 'king', 'exceptionally', 'quick', 'know', 'deal', 'large', 'amount', 'customer', 'fast', 'food']","[ 'oh ' , 'love ' , 'particular ' , 'burger ' , 'king ' , 'exceptionally ' , 'quick ' , 'know ' , 'deal ' , 'large ' , 'amount ' , 'customer ' , 'fast ' , 'food ' ]"
never ever ever give place one star review particular burger king surely deserves one start toilet something,"['never', 'ever', 'ever', 'give', 'place', 'one', 'star', 'review', 'particular', 'burger', 'king', 'surely', 'deserves', 'one', 'start', 'toilet', 'something']","[ 'never ' , 'ever ' , 'ever ' , 'give ' , 'place ' , 'one ' , 'star ' , 'review ' , 'particular ' , 'burger ' , 'king ' , 'surely ' , 'deserves ' , 'one ' , 'start ' , 'toilet ' , 'something ' ]"
wiwo na boo hoo like gone tescos bought tuna sandwich pound wasnt worst fast food place,"['wiwo', 'na', 'boo', 'hoo', 'like', 'gone', 'tescos', 'bought', 'tuna', 'sandwich', 'pound', 'wasnt', 'worst', 'fast', 'food', 'place']","[ 'wiwo ' , 'na ' , 'boo ' , 'hoo ' , 'like ' , 'gone ' , 'tescos ' , 'bought ' , 'tuna ' , 'sandwich ' , 'pound ' , 'wasnt ' , 'worst ' , 'fast ' , 'food ' , 'place ' ]"
really disappointed review say one best takeaway cardiff shouldnt ordered anything ever food wasnt cold,"['really', 'disappointed', 'review', 'say', 'one', 'best', 'takeaway', 'cardiff', 'shouldnt', 'ordered', 'anything', 'ever', 'food', 'wasnt', 'cold']","[ 'really ' , 'disappointed ' , 'review ' , 'say ' , 'one ' , 'best ' , 'takeaway ' , 'cardiff ' , 'shouldnt ' , 'ordered ' , 'anything ' , 'ever ' , 'food ' , 'wasnt ' , 'cold ' ]"
fast egg noodle place friendly staff quick healthy food tasty lot menu choice choose flavour ingredient gourmet,"['fast', 'egg', 'noodle', 'place', 'friendly', 'staff', 'quick', 'healthy', 'food', 'tasty', 'lot', 'menu', 'choice', 'choose', 'flavour', 'ingredient', 'gourmet']","[ 'fast ' , 'egg ' , 'noodle ' , 'place ' , 'friendly ' , 'staff ' , 'quick ' , 'healthy ' , 'food ' , 'tasty ' , 'lot ' , 'menu ' , 'choice ' , 'choose ' , 'flavour ' , 'ingredient ' , 'gourmet ' ]"
nice location menu choice food didnt 100 match description menu still fresh good tasting would 4 star food,"['nice', 'location', 'menu', 'choice', 'food', 'didnt', '100', 'match', 'description', 'menu', 'still', 'fresh', 'good', 'tasting', 'would', '4', 'star', 'food']","[ 'nice ' , 'location ' , 'menu ' , 'choice ' , 'food ' , 'didnt ' , '100 ' , 'match ' , 'description ' , 'menu ' , 'still ' , 'fresh ' , 'good ' , 'tasting ' , 'would ' , ' 4 ' , 'star ' , 'food ' ]"
great location penarth food wine hit miss larger table remind remove deposit,"['great', 'location', 'penarth', 'food', 'wine', 'hit', 'miss', 'larger', 'table', 'remind', 'remove', 'deposit']","[ 'great ' , 'location ' , 'penarth ' , 'food ' , 'wine ' , 'hit ' , 'miss ' , 'larger ' , 'table ' , 'remind ' , 'remove ' , 'deposit ' ]"
one new favourite place discovered time enjoy best summer eating al fresco enjoying view roof top,"['one', 'new', 'favourite', 'place', 'discovered', 'time', 'enjoy', 'best', 'summer', 'eating', 'al', 'fresco', 'enjoying', 'view', 'roof', 'top']","[ 'one ' , 'new ' , 'favourite ' , 'place ' , 'discovered ' , 'time ' , 'enjoy ' , 'best ' , 'summer ' , 'eating ' , 'al ' , 'fresco ' , 'enjoying ' , 'view ' , 'roof ' , 'top ' ]"
always get confused miss led place since change name quite frequently im always determined find food really,"['always', 'get', 'confused', 'miss', 'led', 'place', 'since', 'change', 'name', 'quite', 'frequently', 'im', 'always', 'determined', 'find', 'food', 'really']","[ 'always ' , 'get ' , 'confused ' , 'miss ' , 'led ' , 'place ' , 'since ' , 'change ' , 'name ' , 'quite ' , 'frequently ' , 'im ' , 'always ' , 'determined ' , 'find ' , 'food ' , 'really ' ]"
place remodeled got table opening night kind enough get u place look nice open ceiling,"['place', 'remodeled', 'got', 'table', 'opening', 'night', 'kind', 'enough', 'get', 'u', 'place', 'look', 'nice', 'open', 'ceiling']","[ 'place ' , 'remodeled ' , 'got ' , 'table ' , 'opening ' , 'night ' , 'kind ' , 'enough ' , 'get ' , ' u ' , 'place ' , 'look ' , 'nice ' , 'open ' , 'ceiling ' ]"
trying find dough city road qype one could find sandwich shop 20 salisbury road one bit,"['trying', 'find', 'dough', 'city', 'road', 'qype', 'one', 'could', 'find', 'sandwich', 'shop', '20', 'salisbury', 'road', 'one', 'bit']","[ 'trying ' , 'find ' , 'dough ' , 'city ' , 'road ' , 'qype ' , 'one ' , 'could ' , 'find ' , 'sandwich ' , 'shop ' , '20 ' , 'salisbury ' , 'road ' , 'one ' , 'bit ' ]"
first experience indian food delicious thawa chicken delicious portion generous,"['first', 'experience', 'indian', 'food', 'delicious', 'thawa', 'chicken', 'delicious', 'portion', 'generous']","[ 'first ' , 'experience ' , 'indian ' , 'food ' , 'delicious ' , 'thawa ' , 'chicken ' , 'delicious ' , 'portion ' , 'generous ' ]"
great cafe lunch centre town food bog standard jacket omlettes sarnies greasy spoon salad great,"['great', 'cafe', 'lunch', 'centre', 'town', 'food', 'bog', 'standard', 'jacket', 'omlettes', 'sarnies', 'greasy', 'spoon', 'salad', 'great']","[ 'great ' , 'cafe ' , 'lunch ' , 'centre ' , 'town ' , 'food ' , 'bog ' , 'standard ' , 'jacket ' , 'omlettes ' , 'sarnies ' , 'greasy ' , 'spoon ' , 'salad ' , 'great ' ]"
superb fresh southern indian cooking main focus vegetarian quite meat option dhosas idli sambar fantastic quirky dish like deep,"['superb', 'fresh', 'southern', 'indian', 'cooking', 'main', 'focus', 'vegetarian', 'quite', 'meat', 'option', 'dhosas', 'idli', 'sambar', 'fantastic', 'quirky', 'dish', 'like', 'deep']","[ 'superb ' , 'fresh ' , 'southern ' , 'indian ' , 'cooking ' , 'main ' , 'focus ' , 'vegetarian ' , 'quite ' , 'meat ' , 'option ' , 'dhosas ' , 'idli ' , 'sambar ' , 'fantastic ' , 'quirky ' , 'dish ' , 'like ' , 'deep ' ]"
venus 2 kebab house takeaway restaurant describes authentic kurdish restaurant course owned kurdish proprietor,"['venus', '2', 'kebab', 'house', 'takeaway', 'restaurant', 'describes', 'authentic', 'kurdish', 'restaurant', 'course', 'owned', 'kurdish', 'proprietor']","[ 'venus ' , ' 2 ' , 'kebab ' , 'house ' , 'takeaway ' , 'restaurant ' , 'describes ' , 'authentic ' , 'kurdish ' , 'restaurant ' , 'course ' , 'owned ' , 'kurdish ' , 'proprietor ' ]"
im frequent customer particular greggs morning pas branch one caroline street way catch bus,"['im', 'frequent', 'customer', 'particular', 'greggs', 'morning', 'pas', 'branch', 'one', 'caroline', 'street', 'way', 'catch', 'bus']","[ 'im ' , 'frequent ' , 'customer ' , 'particular ' , 'greggs ' , 'morning ' , 'pas ' , 'branch ' , 'one ' , 'caroline ' , 'street ' , 'way ' , 'catch ' , 'bus ' ]"
youre going leave cafe minuet without generous serving good old fashioned italian food meal cooked front,"['youre', 'going', 'leave', 'cafe', 'minuet', 'without', 'generous', 'serving', 'good', 'old', 'fashioned', 'italian', 'food', 'meal', 'cooked', 'front']","[ 'youre ' , 'going ' , 'leave ' , 'cafe ' , 'minuet ' , 'without ' , 'generous ' , 'serving ' , 'good ' , 'old ' , 'fashioned ' , 'italian ' , 'food ' , 'meal ' , 'cooked ' , 'front ' ]"
gate small art centre hidden away old church keppoch street city road cafe bar reinvented time loved,"['gate', 'small', 'art', 'centre', 'hidden', 'away', 'old', 'church', 'keppoch', 'street', 'city', 'road', 'cafe', 'bar', 'reinvented', 'time', 'loved']","[ 'gate ' , 'small ' , 'art ' , 'centre ' , 'hidden ' , 'away ' , 'old ' , 'church ' , 'keppoch ' , 'street ' , 'city ' , 'road ' , 'cafe ' , 'bar ' , 'reinvented ' , 'time ' , 'loved ' ]"
really like restaurant decor quite simple thats welcome many restaurant cardiff seeming pick style,"['really', 'like', 'restaurant', 'decor', 'quite', 'simple', 'thats', 'welcome', 'many', 'restaurant', 'cardiff', 'seeming', 'pick', 'style']","[ 'really ' , 'like ' , 'restaurant ' , 'decor ' , 'quite ' , 'simple ' , 'thats ' , 'welcome ' , 'many ' , 'restaurant ' , 'cardiff ' , 'seeming ' , 'pick ' , 'style ' ]"
stumbled upon canna deli exploring neighbourhood tucked behind row house pretty easy miss dont know,"['stumbled', 'upon', 'canna', 'deli', 'exploring', 'neighbourhood', 'tucked', 'behind', 'row', 'house', 'pretty', 'easy', 'miss', 'dont', 'know']","[ 'stumbled ' , 'upon ' , 'canna ' , 'deli ' , 'exploring ' , 'neighbourhood ' , 'tucked ' , 'behind ' , 'row ' , 'house ' , 'pretty ' , 'easy ' , 'miss ' , 'dont ' , 'know ' ]"
baguetty junction fresh french bread pizza bake order set couple month ago cardiff native gareth serf,"['baguetty', 'junction', 'fresh', 'french', 'bread', 'pizza', 'bake', 'order', 'set', 'couple', 'month', 'ago', 'cardiff', 'native', 'gareth', 'serf']","[ 'baguetty ' , 'junction ' , 'fresh ' , 'french ' , 'bread ' , 'pizza ' , 'bake ' , 'order ' , 'set ' , 'couple ' , 'month ' , 'ago ' , 'cardiff ' , 'native ' , 'gareth ' , 'serf ' ]"
small italian café extended created restaurant second floor think italian restaurant first thing,"['small', 'italian', 'café', 'extended', 'created', 'restaurant', 'second', 'floor', 'think', 'italian', 'restaurant', 'first', 'thing']","[ 'small ' , 'italian ' , 'café ' , 'extended ' , 'created ' , 'restaurant ' , 'second ' , 'floor ' , 'think ' , 'italian ' , 'restaurant ' , 'first ' , 'thing ' ]"
shop inside historic cardiff market old victorian building offer product service local trader pretty much,"['shop', 'inside', 'historic', 'cardiff', 'market', 'old', 'victorian', 'building', 'offer', 'product', 'service', 'local', 'trader', 'pretty', 'much']","[ 'shop ' , 'inside ' , 'historic ' , 'cardiff ' , 'market ' , 'old ' , 'victorian ' , 'building ' , 'offer ' , 'product ' , 'service ' , 'local ' , 'trader ' , 'pretty ' , 'much ' ]"
india spice india finest cuisine innocuous little restaurant seems rely take menu eating im little,"['india', 'spice', 'india', 'finest', 'cuisine', 'innocuous', 'little', 'restaurant', 'seems', 'rely', 'take', 'menu', 'eating', 'im', 'little']","[ 'india ' , 'spice ' , 'india ' , 'finest ' , 'cuisine ' , 'innocuous ' , 'little ' , 'restaurant ' , 'seems ' , 'rely ' , 'take ' , 'menu ' , 'eating ' , 'im ' , 'little ' ]"
bullmastiff café cardiff market one catering popular inexpensive meal lava bread sold ashton building,"['bullmastiff', 'café', 'cardiff', 'market', 'one', 'catering', 'popular', 'inexpensive', 'meal', 'lava', 'bread', 'sold', 'ashton', 'building']","[ 'bullmastiff ' , 'café ' , 'cardiff ' , 'market ' , 'one ' , 'catering ' , 'popular ' , 'inexpensive ' , 'meal ' , 'lava ' , 'bread ' , 'sold ' , 'ashton ' , 'building ' ]"
one favorite happy hour happiest hour 11 7 pm 2for1 drink location usually come one near atrium hotel,"['one', 'favorite', 'happy', 'hour', 'happiest', 'hour', '11', '7', 'pm', '2for1', 'drink', 'location', 'usually', 'come', 'one', 'near', 'atrium', 'hotel']","[ 'one ' , 'favorite ' , 'happy ' , 'hour ' , 'happiest ' , 'hour ' , '11 ' , ' 7 ' , 'pm ' , '2for1 ' , 'drink ' , 'location ' , 'usually ' , 'come ' , 'one ' , 'near ' , 'atrium ' , 'hotel ' ]"
im american italian descent food excellent atmosphere good service good bit pricey seafood pasta cant,"['im', 'american', 'italian', 'descent', 'food', 'excellent', 'atmosphere', 'good', 'service', 'good', 'bit', 'pricey', 'seafood', 'pasta', 'cant']","[ 'im ' , 'american ' , 'italian ' , 'descent ' , 'food ' , 'excellent ' , 'atmosphere ' , 'good ' , 'service ' , 'good ' , 'bit ' , 'pricey ' , 'seafood ' , 'pasta ' , 'cant ' ]"
table reservation saturday 11th april 2009 day cardiff v toulouse game first thing noticed entered restaurant,"['table', 'reservation', 'saturday', '11th', 'april', '2009', 'day', 'cardiff', 'v', 'toulouse', 'game', 'first', 'thing', 'noticed', 'entered', 'restaurant']","[ 'table ' , 'reservation ' , 'saturday ' , '11th ' , 'april ' , '2009 ' , 'day ' , 'cardiff ' , ' v ' , 'toulouse ' , 'game ' , 'first ' , 'thing ' , 'noticed ' , 'entered ' , 'restaurant ' ]"
im afraid could disagree previous review perhaps caught pizza italia particularly bad well actually let face,"['im', 'afraid', 'could', 'disagree', 'previous', 'review', 'perhaps', 'caught', 'pizza', 'italia', 'particularly', 'bad', 'well', 'actually', 'let', 'face']","[ 'im ' , 'afraid ' , 'could ' , 'disagree ' , 'previous ' , 'review ' , 'perhaps ' , 'caught ' , 'pizza ' , 'italia ' , 'particularly ' , 'bad ' , 'well ' , 'actually ' , 'let ' , 'face ' ]"
china kitchen chop suey house china kitchen restaurant two separate entity different shop front entrance sit side side,"['china', 'kitchen', 'chop', 'suey', 'house', 'china', 'kitchen', 'restaurant', 'two', 'separate', 'entity', 'different', 'shop', 'front', 'entrance', 'sit', 'side', 'side']","[ 'china ' , 'kitchen ' , 'chop ' , 'suey ' , 'house ' , 'china ' , 'kitchen ' , 'restaurant ' , 'two ' , 'separate ' , 'entity ' , 'different ' , 'shop ' , 'front ' , 'entrance ' , 'sit ' , 'side ' , 'side ' ]"
jazzy jacket small stall operated cardiff market sell jacket potato lunchtime period seems popular local,"['jazzy', 'jacket', 'small', 'stall', 'operated', 'cardiff', 'market', 'sell', 'jacket', 'potato', 'lunchtime', 'period', 'seems', 'popular', 'local']","[ 'jazzy ' , 'jacket ' , 'small ' , 'stall ' , 'operated ' , 'cardiff ' , 'market ' , 'sell ' , 'jacket ' , 'potato ' , 'lunchtime ' , 'period ' , 'seems ' , 'popular ' , 'local ' ]"
actually thought place called chinese indian specialty thats say million takeaway leaflet weve,"['actually', 'thought', 'place', 'called', 'chinese', 'indian', 'specialty', 'thats', 'say', 'million', 'takeaway', 'leaflet', 'weve']","[ 'actually ' , 'thought ' , 'place ' , 'called ' , 'chinese ' , 'indian ' , 'specialty ' , 'thats ' , 'say ' , 'million ' , 'takeaway ' , 'leaflet ' , 'weve ' ]"
worst delivery service cardiff rang order told would least 2 hour politely said would fine even though,"['worst', 'delivery', 'service', 'cardiff', 'rang', 'order', 'told', 'would', 'least', '2', 'hour', 'politely', 'said', 'would', 'fine', 'even', 'though']","[ 'worst ' , 'delivery ' , 'service ' , 'cardiff ' , 'rang ' , 'order ' , 'told ' , 'would ' , 'least ' , ' 2 ' , 'hour ' , 'politely ' , 'said ' , 'would ' , 'fine ' , 'even ' , 'though ' ]"
home delivery outlet offer chinese indian food boasting welsh produce often good offer leafletted door cardiff,"['home', 'delivery', 'outlet', 'offer', 'chinese', 'indian', 'food', 'boasting', 'welsh', 'produce', 'often', 'good', 'offer', 'leafletted', 'door', 'cardiff']","[ 'home ' , 'delivery ' , 'outlet ' , 'offer ' , 'chinese ' , 'indian ' , 'food ' , 'boasting ' , 'welsh ' , 'produce ' , 'often ' , 'good ' , 'offer ' , 'leafletted ' , 'door ' , 'cardiff ' ]"
alright here deal interest full disclosure impartiality im going let know right gate youre coming,"['alright', 'here', 'deal', 'interest', 'full', 'disclosure', 'impartiality', 'im', 'going', 'let', 'know', 'right', 'gate', 'youre', 'coming']","[ 'alright ' , 'here ' , 'deal ' , 'interest ' , 'full ' , 'disclosure ' , 'impartiality ' , 'im ' , 'going ' , 'let ' , 'know ' , 'right ' , 'gate ' , 'youre ' , 'coming ' ]"
continental really pleasant latin americaitalian restaurant could 4 different experience romantic dinner quiet meal quick,"['continental', 'really', 'pleasant', 'latin', 'americaitalian', 'restaurant', 'could', '4', 'different', 'experience', 'romantic', 'dinner', 'quiet', 'meal', 'quick']","[ 'continental ' , 'really ' , 'pleasant ' , 'latin ' , 'americaitalian ' , 'restaurant ' , 'could ' , ' 4 ' , 'different ' , 'experience ' , 'romantic ' , 'dinner ' , 'quiet ' , 'meal ' , 'quick ' ]"
pretty handy place walk work everyday kind newsagentcafe type place great bacon sarnies day,"['pretty', 'handy', 'place', 'walk', 'work', 'everyday', 'kind', 'newsagentcafe', 'type', 'place', 'great', 'bacon', 'sarnies', 'day']","[ 'pretty ' , 'handy ' , 'place ' , 'walk ' , 'work ' , 'everyday ' , 'kind ' , 'newsagentcafe ' , 'type ' , 'place ' , 'great ' , 'bacon ' , 'sarnies ' , 'day ' ]"
chippycumchinese takeaway local feed trough entire llanrumney rumney st mellon area delivering pretty much anyone far,"['chippycumchinese', 'takeaway', 'local', 'feed', 'trough', 'entire', 'llanrumney', 'rumney', 'st', 'mellon', 'area', 'delivering', 'pretty', 'much', 'anyone', 'far']","[ 'chippycumchinese ' , 'takeaway ' , 'local ' , 'feed ' , 'trough ' , 'entire ' , 'llanrumney ' , 'rumney ' , 'st ' , 'mellon ' , 'area ' , 'delivering ' , 'pretty ' , 'much ' , 'anyone ' , 'far ' ]"
lucky palace new management food hygiene rating 3 1 shop closed 3 week hygiene shut,"['lucky', 'palace', 'new', 'management', 'food', 'hygiene', 'rating', '3', '1', 'shop', 'closed', '3', 'week', 'hygiene', 'shut']","[ 'lucky ' , 'palace ' , 'new ' , 'management ' , 'food ' , 'hygiene ' , 'rating ' , ' 3 ' , ' 1 ' , 'shop ' , 'closed ' , ' 3 ' , 'week ' , 'hygiene ' , 'shut ' ]"
dont speak much english mc doners fast food takeaway shame mean unable provide telephone number,"['dont', 'speak', 'much', 'english', 'mc', 'doners', 'fast', 'food', 'takeaway', 'shame', 'mean', 'unable', 'provide', 'telephone', 'number']","[ 'dont ' , 'speak ' , 'much ' , 'english ' , 'mc ' , 'doners ' , 'fast ' , 'food ' , 'takeaway ' , 'shame ' , 'mean ' , 'unable ' , 'provide ' , 'telephone ' , 'number ' ]"
last takeaway saloon walk toward albany road residential end business nosethumbing name mcdoners immediately get,"['last', 'takeaway', 'saloon', 'walk', 'toward', 'albany', 'road', 'residential', 'end', 'business', 'nosethumbing', 'name', 'mcdoners', 'immediately', 'get']","[ 'last ' , 'takeaway ' , 'saloon ' , 'walk ' , 'toward ' , 'albany ' , 'road ' , 'residential ' , 'end ' , 'business ' , 'nosethumbing ' , 'name ' , 'mcdoners ' , 'immediately ' , 'get ' ]"
lebanese food thats new one love try new thing always get little bit excited try something clue,"['lebanese', 'food', 'thats', 'new', 'one', 'love', 'try', 'new', 'thing', 'always', 'get', 'little', 'bit', 'excited', 'try', 'something', 'clue']","[ 'lebanese ' , 'food ' , 'thats ' , 'new ' , 'one ' , 'love ' , 'try ' , 'new ' , 'thing ' , 'always ' , 'get ' , 'little ' , 'bit ' , 'excited ' , 'try ' , 'something ' , 'clue ' ]"
occupying long narrow space full cosy seating couple floor cegin ddraig prime location opposite cardiff castle end,"['occupying', 'long', 'narrow', 'space', 'full', 'cosy', 'seating', 'couple', 'floor', 'cegin', 'ddraig', 'prime', 'location', 'opposite', 'cardiff', 'castle', 'end']","[ 'occupying ' , 'long ' , 'narrow ' , 'space ' , 'full ' , 'cosy ' , 'seating ' , 'couple ' , 'floor ' , 'cegin ' , 'ddraig ' , 'prime ' , 'location ' , 'opposite ' , 'cardiff ' , 'castle ' , 'end ' ]"
gosh really cant believe forgot place cegin ddraig lovely little cafe handily located castle street pas nearly,"['gosh', 'really', 'cant', 'believe', 'forgot', 'place', 'cegin', 'ddraig', 'lovely', 'little', 'cafe', 'handily', 'located', 'castle', 'street', 'pas', 'nearly']","[ 'gosh ' , 'really ' , 'cant ' , 'believe ' , 'forgot ' , 'place ' , 'cegin ' , 'ddraig ' , 'lovely ' , 'little ' , 'cafe ' , 'handily ' , 'located ' , 'castle ' , 'street ' , 'pas ' , 'nearly ' ]"
child local fish chip place quite often would wander felt like middle night probably,"['child', 'local', 'fish', 'chip', 'place', 'quite', 'often', 'would', 'wander', 'felt', 'like', 'middle', 'night', 'probably']","[ 'child ' , 'local ' , 'fish ' , 'chip ' , 'place ' , 'quite ' , 'often ' , 'would ' , 'wander ' , 'felt ' , 'like ' , 'middle ' , 'night ' , 'probably ' ]"
cowbridge road two cardiff best chippies zero plus codfather stavross drawn something bum deal face,"['cowbridge', 'road', 'two', 'cardiff', 'best', 'chippies', 'zero', 'plus', 'codfather', 'stavross', 'drawn', 'something', 'bum', 'deal', 'face']","[ 'cowbridge ' , 'road ' , 'two ' , 'cardiff ' , 'best ' , 'chippies ' , 'zero ' , 'plus ' , 'codfather ' , 'stavross ' , 'drawn ' , 'something ' , 'bum ' , 'deal ' , 'face ' ]"
sandwich shop next national supermarket would go buy sarnie well ive done never choose supermarket,"['sandwich', 'shop', 'next', 'national', 'supermarket', 'would', 'go', 'buy', 'sarnie', 'well', 'ive', 'done', 'never', 'choose', 'supermarket']","[ 'sandwich ' , 'shop ' , 'next ' , 'national ' , 'supermarket ' , 'would ' , 'go ' , 'buy ' , 'sarnie ' , 'well ' , 'ive ' , 'done ' , 'never ' , 'choose ' , 'supermarket ' ]"
among many takeaway situated along cowbridge road east canton deli seems sandwich shop full deli counter,"['among', 'many', 'takeaway', 'situated', 'along', 'cowbridge', 'road', 'east', 'canton', 'deli', 'seems', 'sandwich', 'shop', 'full', 'deli', 'counter']","[ 'among ' , 'many ' , 'takeaway ' , 'situated ' , 'along ' , 'cowbridge ' , 'road ' , 'east ' , 'canton ' , 'deli ' , 'seems ' , 'sandwich ' , 'shop ' , 'full ' , 'deli ' , 'counter ' ]"
candy cave essentially café kid serf interesting assortment thing like candy floss halal sweet well sugar free sweet option,"['candy', 'cave', 'essentially', 'café', 'kid', 'serf', 'interesting', 'assortment', 'thing', 'like', 'candy', 'floss', 'halal', 'sweet', 'well', 'sugar', 'free', 'sweet', 'option']","[ 'candy ' , 'cave ' , 'essentially ' , 'café ' , 'kid ' , 'serf ' , 'interesting ' , 'assortment ' , 'thing ' , 'like ' , 'candy ' , 'floss ' , 'halal ' , 'sweet ' , 'well ' , 'sugar ' , 'free ' , 'sweet ' , 'option ' ]"
disappointed cod bought lunchchips mushy pea finebut fish tasted like cooked batter hard little fish,"['disappointed', 'cod', 'bought', 'lunchchips', 'mushy', 'pea', 'finebut', 'fish', 'tasted', 'like', 'cooked', 'batter', 'hard', 'little', 'fish']","[ 'disappointed ' , 'cod ' , 'bought ' , 'lunchchips ' , 'mushy ' , 'pea ' , 'finebut ' , 'fish ' , 'tasted ' , 'like ' , 'cooked ' , 'batter ' , 'hard ' , 'little ' , 'fish ' ]"
